course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
1245,Strategic Planning and Execution,Coursera,4,"4 weeks of study, 1-3 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/strategic-planning-execution,"Jared Harris, Samuel L. Slover Research Chair in Business Administration",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6f/c91440524811e5a5072321239ff4d4/HarrisJared.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Business Strategy Specialization.
1245,Strategic Planning and Execution,Coursera,4,"4 weeks of study, 1-3 hours/week",Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,University of Virginia,,,,English,English,https://www.coursera.org/learn/strategic-planning-execution,"Scott Snell, Senior Associate Dean for Executive Education",Darden School of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fe/adfba0ea2611e5831ed76c418e31c6/Snell.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Business Strategy Specialization.
1246,Strategic Self-Marketing and Personal Branding,Coursera,4,"4 weeks of study, 2-4 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/self-marketing,"Dr. Valeri Chukhlomin, Associate Professor",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/65/77dae085a111e4860d3720973b7e42/Val-Chukhlomin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Career Brand Management Specialization.
1246,Strategic Self-Marketing and Personal Branding,Coursera,4,"4 weeks of study, 2-4 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/self-marketing,"Dr. Michele Forte, Assistant Professor, SUNY Empire State College",Community and Human Services,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b5/7e837070e011e4a3a571b8b0a2546b/normal-clear.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Career Brand Management Specialization.
1246,Strategic Self-Marketing and Personal Branding,Coursera,4,"4 weeks of study, 2-4 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/self-marketing,"Dr. John M. Beckem II, Assistant Professor of Finance and Management Studies","State University of New York, Empire State College",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ba/1cde00b31411e5b541dfa46b3701b1/jb.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Career Brand Management Specialization.
1246,Strategic Self-Marketing and Personal Branding,Coursera,4,"4 weeks of study, 2-4 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/self-marketing,"Dr. Tonka Jokelova, Coordinator of Curriculum and Instructional Design",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c3/0b51b0b26811e5bfec591131c93482/IMG_1397_edited2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Career Brand Management Specialization.
1246,Strategic Self-Marketing and Personal Branding,Coursera,4,"4 weeks of study, 2-4 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,The State University of New York,,,,English,English,https://www.coursera.org/learn/self-marketing,"Amy Giaculli, Coordinator of Student Services",SUNY Empire State College,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c0/724ed0c99e11e4878b5199c49dcdd2/Amy-Giaculli.jpeg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Career Brand Management Specialization.
1247,Strategy Formulation,Coursera,6,null,Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/strategy-formulation,"Marcus M©ªller Larsen, Assistant Professor, Strategic Management and Globalization",Department of Strategic Management and Globalization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/19/d3fa10502611e588e48ff6a5bf76c7/bm0108_nr4_marcus_moeller_larsen_6428_filter_filter.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 4 in the Strategic Management and Innovation Specialization.
1248,Strategy Implementation,Coursera,6,2-4 hours per week,Business Strategy,Purchase Course ¡¤ US$79 USD,79,null,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/strategy-implementation,"Nicolai Pogrebnyakov, Associate Professor",Department of International Economics and Management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/37/647f70894511e58b0cd541130d2e72/_MG_2639SqSm.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 4 in the Strategic Management and Innovation Specialization.
1249,Strengthening Your Widening Network,Coursera,3,"3 weeks of study, 1-3 hours/week",Personal Development,Purchase Course ¡¤ US$79 USD,79,Intermediate,1,National University of Singapore,,,,English,English,https://www.coursera.org/learn/strengthening-your-widening-network,Sarah Chong,Centre for English Language Communication,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/52/3ee3a0754311e58374fffdc4495938/Sarah.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Effective Communication in the Globalised Workplace Specialization.
1250,Structural Equation Model and its Applications | ??Û°ïïÙ¼úþÐàÐì?éÄ (ÜÅ÷×?),Coursera,14,9 hours of videos and quizzes,Data Analysis,"Full Course, No Certificate",Free,null,1,The Chinese University of Hong Kong,,,,Chinese (Simplified),Chinese (Simplified),https://www.coursera.org/learn/jiegou-fangcheng-moxing,"Prof. Kit Tai Hau ý¥Ëø÷Á, Choh-Ming Li Professor of Educational Psychology",Department of Educational Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fb/b00939ea981f11c8934ea05352c492/kthau_150.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
1251,Structural Equation Model and its Applications | ??Û°ïïÙ¼úþÐàÐì?éÄ (??),Coursera,14,null,Data Analysis,"Full Course, No Certificate",Free,null,1,The Chinese University of Hong Kong,,,,Chinese (Traditional),Chinese (Traditional),https://www.coursera.org/learn/structural-equation-model-cantonese,"Prof. Kit Tai Hau ý¥Ëø÷Á, Choh-Ming Li Professor of Educational Psychology",Department of Educational Psychology,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/fb/b00939ea981f11c8934ea05352c492/kthau_150.png?auto=format&dpr=1&w=88&h=88&fit=crop,null
1252,Structure: Building the Frame for Business Growth,Coursera,4,"4 weeks of study, 1-3 hours/week",Entrepreneurship,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/business-structure,"Ken Szymusiak, Managing Director, Institute for Entrepreneurship & Innovation",Broad College of Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a6/bde450b48911e59eaffdd1e3640396/Kenny_twitter_400x400.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the How to Start Your Own Business Specialization.
1252,Structure: Building the Frame for Business Growth,Coursera,4,"4 weeks of study, 1-3 hours/week",Entrepreneurship,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/business-structure,"Forrest S. Carter, Associate Professor, Faculty Director of Institute of Entrepreneurship and Innovation",Marketing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/6b/a56b206d3711e5951c470d18248b01/carterpromo.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the How to Start Your Own Business Specialization.
1252,Structure: Building the Frame for Business Growth,Coursera,4,"4 weeks of study, 1-3 hours/week",Entrepreneurship,Purchase Course ¡¤ US$79 USD,79,null,1,Michigan State University,,,,English,English,https://www.coursera.org/learn/business-structure,"David Wheeler, Director, Media Sandbox",Media and Information,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a8/9e9940259111e59008c53dafea3aa9/david-wheeler-headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 6 in the How to Start Your Own Business Specialization.
1253,Studying at Japanese Universities,Coursera,4,"4 weeks of study, 2-3 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,Beginner,1,The University of Tokyo,,,,English,English,https://www.coursera.org/learn/study-in-japan,"Yujin Yaguchi, Professor",College of Arts and Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/45/3c428069ab11e6ac4daf59c98223af/yaguchi.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1253,Studying at Japanese Universities,Coursera,4,"4 weeks of study, 2-3 hours/week",Personal Development,Purchase Course ¡¤ US$49 USD,49,Beginner,1,The University of Tokyo,,,,English,English,https://www.coursera.org/learn/study-in-japan,"Yuko Itatsu, Associate professor",College of Arts and Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/59/a56d70644a11e68d6ffbeda9764f77/YukoItatsu.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1254,Subsistence Marketplaces,Coursera,8,null,Leadership and Management,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/subsistence-marketplaces,"Madhu Viswanathan, Diane and Steven N. Miller Professor in Business",Department of Business Administration,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b4/a1016591686f55aec715530494797c/madhu_mug.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1255,Success,Coursera,4,null,Personal Development,Purchase Course ¡¤ US$95 USD,95,Beginner,1,University of Pennsylvania,,,,English,English,https://www.coursera.org/learn/wharton-succcess,"Richard Shell, Professor of Legal Studies and Business Ethics and Management",The Wharton School,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ca/3d363063d211e6a1adc5af0f8aa63a/_cfimg-3807188401660094422.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1256,Successful Career Development,Coursera,7,null,Personal Development,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University System of Georgia,,,,English,English,https://www.coursera.org/learn/career-advancement,"Dan Stotz, Director, Online Executive Education","Michael J. Coles College of Business, Kennesaw State University",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/79/753d90b87111e5b5992b53a95dfdb5/Dan-Stotz-Photo.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1256,Successful Career Development,Coursera,7,null,Personal Development,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University System of Georgia,,,,English,English,https://www.coursera.org/learn/career-advancement,"Elke M Leeds, Ph.D., Associate Vice President of Technology Enhanced Learning",Academic Affairs,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/84/6f104016bd11e6a4d3a15dfc1f7853/Elke-Leeds.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1256,Successful Career Development,Coursera,7,null,Personal Development,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University System of Georgia,,,,English,English,https://www.coursera.org/learn/career-advancement,"Ana T. Baida, Ed.D., Executive Director",Department of Career Planning and Development,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ab/5f719016d411e692077db78a51ec93/ana.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1256,Successful Career Development,Coursera,7,null,Personal Development,Purchase Course ¡¤ US$79 USD,79,Beginner,1,University System of Georgia,,,,English,English,https://www.coursera.org/learn/career-advancement,"Wes Rhea, J.D., Senior Lecturer",Information Systems,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/3f/71f19017aa11e6b7e8ebd2812fae2a/WRhea_Headshot.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1257,Successful Interviewing,Coursera,5,null,Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of Maryland, College Park",,,,English,English,https://www.coursera.org/learn/successful-interviewing,"Charles Duquette, Lecturer/Marketing Coordinator",Maryland English Institute,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/ab/3e1000ba4111e590597b5a987aabf7/Duke-Profile-Pic.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Interviewing and Resume Writing in English Specialization.
1257,Successful Interviewing,Coursera,5,null,Learning English,Purchase Course ¡¤ US$79 USD,79,null,1,"University of Maryland, College Park",,,,English,English,https://www.coursera.org/learn/successful-interviewing,"Daniela C. Wagner-Loera, Full-Time Lecturer","Maryland English Institute, University of Maryland College Park",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f3/741d70ba6311e58696b71b3e2ddacb/umd.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Interviewing and Resume Writing in English Specialization.
1258,Successful Negotiation: Essential Strategies and Skills,Coursera,7,"7 weeks of study, 75 minutes/week",Business Essentials,Purchase Course ¡¤ US$49 USD,49,null,1,University of Michigan,,,,"English, Subtitles: Ukrainian, Chinese (Simplified), Portuguese (Brazilian), Russian, Spanish","English, Subtitles: Ukrainian, Chinese (Simplified), Portuguese (Brazilian), Russian, Spanish",https://www.coursera.org/learn/negotiation-skills,"George Siedel, Williamson Family Professor of Business Administration and Thurnau Professor of Business Law",null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c1/bc02d01b0811e49b50df2807e31ea7/photo-_2_.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,null
1259,Supply Chain Logistics,Coursera,4,"4 weeks of study, 2-3 hours/week",Business Essentials,Purchase Course ¡¤ US$79 USD,79,Beginner,1,Rutgers the State University of New Jersey,,,,English,English,https://www.coursera.org/learn/supply-chain-logistics,"Rudolf Leuschner, Ph.D., Assistant Professor",Department of Supply Chain Management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/37/ffcb304dec11e6848e0151eecf9039/Rudolf-Leuschner-BW.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 5 in the Supply Chain Management Specialization.
1260,Supply Chain Management: A Learning Perspective,Coursera,10,14 hours of videos and quizzes,Business Strategy,Purchase Course ¡¤ US$49 USD,49,null,1,Korea Advanced Institute of Science and Technology,,,,English,English,https://www.coursera.org/learn/supply-chain-management,"Bowon Kim, Professor",KAIST Business School,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/9d/308f80da4911e3968bdbbc948fd82c/______.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
1261,Supporting children with difficulties in reading and writing,Coursera,6,4-6 hours/week,Education,Purchase Course ¡¤ US$49 USD,49,null,2,"University of London, UCL Institute of Education",Dyslexia International,,,English,English,https://www.coursera.org/learn/dyslexia-difficulties,Dr Jenny Thomson,null,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/95/5dc460e02c11e387ffdb41fe5ca251/jenny_thomson.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
